action	reward
0	3.16207298341306
1	0.17735319182304865
2	0.29830276735556926
0	2.759550481611835
0	1.5054641941581732
0	1.65179051675114
0	0.6776249066275237
0	0.45266611368680687
0	1.2927361820532943
0	0.025680964733613143
2	0.0
1	0.0
0	0.2999915037451498
0	2.6238721715765383
0	1.213419353369958
0	1.8936395819592968
0	1.7310509584798082
0	0.9580254117055872
0	0.3138203272623701
0	0.7008408895008554
0	1.4793309689546423
0	0.5667190942633753
2	0.0
0	0.7442886335936598
1	0.0
0	2.0269176685488692
0	0.0
0	1.5880621215510085
0	0.65308932762254
0	0.3737837339784722
0	0.0
0	1.0746936557741442
0	0.6284762624357654
0	1.2497128869450895
2	0.9584644009640338
2	0.0
0	0.0
1	0.0
0	1.3436519634454094
0	0.0
0	1.2086314935472757
0	1.2027642426808023
0	3.56183643319872
0	0.75302864440946
0	2.3631798789683507
0	1.3192145349818987
0	0.9172632996428407
0	1.7979479768087425
0	0.40428435486338987
0	1.2085004265887218
0	0.20314308186162178
0	2.5712360699599404
0	0.9640130863605623
0	1.0144585282080323
0	0.256688802884107
0	0.032718378196915365
0	0.5547696198165065
2	0.0
0	1.762372358699047
0	0.6373579328774903
0	0.35354893357318584
0	1.6393091628744207
0	2.791486984742737
0	2.096745514957466
0	0.8894983573045284
0	1.950498174962072
0	1.6844558594470516
0	2.066384117139143
0	0.4093610338226653
0	1.765242168915702
0	0.21652350161279854
0	0.36767942473700777
0	1.0687957273450857
0	0.9563462443367385
0	0.7162343386648546
0	0.38296916299464756
1	0.0
0	1.516499131296982
0	0.4381450103309691
0	1.5627317863894354
0	0.21545345317297848
0	0.03046480812489505
0	0.46581253099537934
0	0.6702700751721908
0	3.8313678090358128
0	0.29558390338094087
0	0.5034709653967355
0	0.8890416535445979
0	2.875172820110107
0	1.959251697702987
0	1.8849253760231734
0	0.23888801272682025
0	0.32151551530824796
0	1.0989431156695182
0	1.7312394988797182
0	1.994675445394007
0	0.35582839678200884
0	1.068664923540255
0	0.6520981168659544
0	2.2333256717817482
0	0.7702414655724522
0	0.8485565953030902
0	0.8794320598717107
2	0.0
0	0.0
0	0.5635204734735035
